item_id,frequency
0WRP0,quarterly
AEFVJ,monthly
EO20S,once
574PC,yearly
JGZMO,once
9MQHE,quarterly
C96NR,yearly
V853U,quarterly
9JEC1,quarterly
HZMMD,daily
L30RH,quarterly
Z9IUW,quarterly
N80DG,weekly
KSJYC,yearly
CT3B5,weekly
N0IMH,once
PEPLL,once
4KH1G,weekly
VT6FM,monthly
M4FM5,once
FFDGE,yearly
72DWL,yearly
53LLM,yearly
BIUSX,weekly
SGRGE,quarterly
WPQ2D,quarterly
8X98X,quarterly
KOQ8Y,monthly
VKKP8,yearly
KT50W,daily
BNV1R,daily
SX7N9,once
TKKOY,weekly
N7O1B,quarterly
276G6,once
UXQ69,monthly
0QV7B,daily
X920E,weekly
ACV5K,once
V5TW5,weekly
W2DHL,weekly
8S0GN,monthly
U6LT0,daily
59SME,daily
LZI0P,once
3L9QY,weekly
A1793,daily
RGIVR,quarterly
VPDWK,quarterly
H2QBI,monthly
RSOS8,monthly
XJ8EA,daily
327KM,monthly
7AD5S,weekly
9NK1W,daily
D9NBT,monthly
O45DA,monthly
VZJPN,once
NIKCC,daily
NXCYW,yearly
HGT1F,quarterly
EPG3G,once
Z0BML,daily
4L7EB,once
N13VP,weekly
SX0EP,daily
AMBTG,monthly
JME0R,yearly
R3DGE,weekly
LPSK2,daily
W7DR1,once
FP6V4,yearly
SM7DO,weekly
NXNWJ,monthly
PQ0WD,daily
X2ZGJ,monthly
CIIVR,yearly
D6NXO,daily
3P90E,weekly
JV16S,daily
B8LZY,monthly
J39RJ,monthly
M9RBV,daily
XICS4,quarterly
9RTUO,once
O8PT9,monthly
DLLU1,daily
GVJVM,weekly
M655N,quarterly
H89GF,weekly
9IL1B,daily
IWM2I,quarterly
3CL07,once
X2NKB,yearly
KDJLF,quarterly
4P23T,daily
2BZ5H,monthly
DZMKZ,monthly
OR4B7,once
CAIMA,daily
YZ6S4,monthly
DQIGN,daily
M5XSS,yearly
YZU39,quarterly
2LXD1,yearly
0KWDT,weekly
BY7OP,yearly
XG4KB,yearly
EIV0S,weekly
VPE2I,monthly
J7Y87,yearly
Q82Q9,once
XHJ6F,daily
2817K,yearly
SB6AV,yearly
BM3E7,once
BBPFK,once
AAZBC,quarterly
XKQET,weekly
9YJM8,quarterly
NYA08,weekly
I46NH,monthly
1PFCD,daily
ABCAG,once
91HS1,daily
CRGE1,once
UJ7IQ,yearly
61DR7,once
21SSY,monthly
VIQ7M,once
Z6VDD,quarterly
JMV3R,weekly
PGXKC,weekly
5IXRK,yearly
IX6E4,monthly
6S907,weekly
TV4SE,monthly
8XYYT,quarterly
4Q3GC,yearly
6SZTS,yearly
2T8DT,monthly
HT61B,once
0N6J2,once
TLCX8,monthly
5OO3P,once
MMLE3,monthly
TVIK2,weekly
7TOYV,yearly
GOMSF,weekly
LK4O5,once
GP13P,yearly
JM6XO,daily
OWICC,daily
6I5GS,weekly
MW9WK,weekly
SKCTF,quarterly
VNJMH,quarterly
N16MT,yearly
FS21H,once
BWNP9,daily
LWQTG,monthly
IJWP3,weekly
GQPSS,weekly
FYHRP,monthly
LB5ID,yearly
OJEPM,quarterly
MQ6D2,quarterly
L9P3N,quarterly
OSQNL,once
RVBZ9,monthly
9UC9A,yearly
KR36Q,monthly
IGVH5,quarterly
F5Q0E,once
AXD1X,monthly
TRJ3M,yearly
V1RI2,once
GQ46R,weekly
MBEW1,weekly
SRJGW,monthly
VJCU1,once
H9K88,once
927OA,once
N9B9M,daily
BM21V,once
NF1VM,daily
YZ31A,once
DRJHJ,daily
TNMZU,daily
GJM6C,monthly
9F8SV,quarterly
K0ZJS,daily
WOOTB,yearly
AOJR3,quarterly
DMRC3,daily
CBU7D,daily
OO7AU,monthly
5N9XV,quarterly
YFCNV,weekly
Z1L9Q,monthly
NUUZE,monthly
WM645,once
JKWP6,weekly
809ET,daily
I5152,quarterly
WA88F,once
OV00P,monthly
R4BB4,weekly
PNV6Z,yearly
HYMQO,monthly
NH1D4,quarterly
AUEJG,weekly
YNSB8,weekly
7DZ06,once
0WZ23,daily
42KRW,once
GD1O1,monthly
RSYTS,once
UEP1Y,once
L8I6F,weekly
178XE,monthly
6XAGM,weekly
Q6BRQ,yearly
MADUT,quarterly
V0USC,quarterly
VVFC5,quarterly
I2LOR,once
I2R6R,quarterly
DR5HM,monthly
PSYCJ,daily
5W7OJ,yearly
U90VS,yearly
XIVDS,daily
UVXD3,quarterly
EUDZ5,once
XCODN,weekly
02ISS,once
JKTCO,weekly
XEHU2,weekly
3LA1T,daily
91PWF,weekly
HLJIH,monthly
GDTKP,yearly
ZMXIC,quarterly
L9D2X,yearly
2CI85,yearly
57CQB,daily
7XXZ5,once
SWKO4,daily
YZUZ7,once
Q9VYQ,quarterly
951GK,yearly
1IJ4G,quarterly
164W7,quarterly
R23XR,yearly
IAOHR,yearly
I5AIS,weekly
GGOQK,monthly
F345D,yearly
3KCQY,monthly
RGTHN,monthly
MSLQP,monthly
KEDMH,weekly
4NBH1,daily
E7DGW,weekly
MOE89,daily
GC0S9,quarterly
2VBS7,daily
V4J2B,weekly
F71V4,monthly
IU2LU,once
QZ6DU,weekly
CEX9Q,yearly
ZX2Y8,quarterly
UTQTP,yearly
P4HLE,yearly
7GHVZ,monthly
6Y8W1,quarterly
6HMTH,weekly
GLYAK,once
FPKUQ,once
FC134,quarterly
3YK2E,weekly
N2ER8,daily
D68PR,daily
BKH3U,daily
D7NZZ,monthly
U6CSS,daily
FOHTA,monthly
YZX0A,weekly
RG4YT,once
BR6RQ,daily
08OCF,once
WU9Z7,once
OGH9A,weekly
WPF85,weekly
I6RYC,once
UNNR2,quarterly
T4I5S,yearly
4TG4N,quarterly
ZOXPM,quarterly
WV789,daily
PAA9W,yearly
RXJG1,daily
P0A56,once
A6ZFE,daily
LFAYI,once
0CPCE,weekly
ZBFFJ,once
KQC81,yearly
5RUIP,quarterly
2JES3,monthly
XZOGN,weekly
8EEJQ,monthly
FM92D,daily
ICE45,weekly
RP7Q0,monthly
GVRRL,weekly
VDEO6,quarterly
7T86D,once
HKYKY,once
9DY18,quarterly
3TL2H,weekly
YENHB,once
F8E5O,weekly
HYDFI,daily
9SBGK,weekly
N6YYX,quarterly
H8HT2,monthly
SDD2W,yearly
9SEGC,yearly
H5EH2,monthly
WOVEU,weekly
Y6YM1,monthly
E51JK,yearly
U4L8A,quarterly
XCCVY,once
8G4BO,quarterly
KIT03,once
U5MNX,monthly
V750Q,weekly
CC0O8,once
H78YV,monthly
JTOF3,weekly
YIQF3,once
JGBOE,monthly
7AR0K,yearly
A09KW,daily
N7IF1,yearly
5KIRT,yearly
R8D0Z,daily
9EQ7O,yearly
M0332,quarterly
AFM21,daily
KOLM6,quarterly
ZG4HN,yearly
TRUAN,quarterly
JUWYO,once
P7GNH,quarterly
TISVQ,yearly
RVKZR,daily
4CXAF,daily
0XW9D,quarterly
2KD6U,once
P1RO0,yearly
YNRCB,monthly
HKATI,quarterly
4F3SC,daily
OYFNI,daily
WAIA2,monthly
44PZK,once
IATKX,daily
AIHQB,quarterly
7RGPH,yearly
DVZ7T,yearly
NQG7W,daily
7CQEC,once
U0XZV,yearly
5AVP5,yearly
XG1PB,yearly
H1MJD,monthly
EZ3PA,yearly
SSUQ5,quarterly
0IXUU,monthly
DP3EN,quarterly
TGW4Y,yearly
U61OZ,daily
3UISG,weekly
HAAT2,once
3XC87,daily
V7824,daily
CZ2PH,yearly
DH3JO,monthly
3BLOR,weekly
3ZCRU,daily
5V49P,yearly
HPJNS,once
VS6GH,once
FFSBE,daily
43SSH,weekly
YEXTH,once
RB0V5,daily
7J74H,monthly
IAU01,monthly
U78VC,once
2I47G,once
76I1M,quarterly
LBRR3,yearly
PYJPY,daily
0WHE1,quarterly
ZO0DX,weekly
BKET7,weekly
QEA0D,quarterly
0832A,once
2WVRA,daily
5MSZJ,monthly
NNIAI,once
ZOV7D,daily
HYW12,yearly
WTX1N,monthly
JSDUQ,daily
OTR3V,daily
TSR4C,monthly
LGNGM,monthly
108IR,once
HY31G,yearly
XDIR8,yearly
4736I,monthly
3OPPI,weekly
ZSCBA,weekly
JZA8P,monthly
V2MD4,once
C3IOZ,weekly
NCXHW,once
270Q5,monthly
TMQ3V,once
8QS8E,once
8FQEJ,weekly
1SM77,monthly
GP02D,monthly
FTE5K,weekly
6NE9K,quarterly
Z6AUR,once
BY7G2,daily
712LM,daily
488S8,yearly
3E1K5,monthly
LV5ZJ,once
5ZS2Q,daily
JUTW1,monthly
WALEW,weekly
5BPXO,yearly
KS2PG,monthly
X17ZG,yearly
ZVVTC,quarterly
BJOXQ,quarterly
1WXFW,daily
MSU7R,quarterly
D8IAQ,yearly
5C7SX,quarterly
G7TQR,monthly
W9A30,monthly
PBCIG,yearly
3YLG2,once
I3UR0,weekly
7869M,daily
YJEBI,once
CCYSP,daily
ULMVY,yearly
AZ5EL,monthly
1KIJT,weekly
IKDP3,once
AQ8ZK,daily
0NP3X,quarterly
A77X8,weekly
M62I4,weekly
U3S21,yearly
T2QLM,daily
JEFEK,weekly
ABDAO,once
OIK8F,monthly
H3PRI,once
R5P40,quarterly
WCN9R,monthly
TVSC3,monthly
0WXW7,yearly
IDBJQ,weekly
XGZ7O,yearly
ZD9I1,daily
QVMBI,daily
11PLM,daily
FI4VA,weekly
JZBH8,once
J458O,yearly
WSMKJ,yearly
94OTL,quarterly
7TK8M,once
8ZFK9,monthly
0YAM8,monthly
4GLOC,weekly
9V1V6,monthly
IM0BT,monthly
JTZIV,weekly
OFNJQ,once
X39UN,yearly
XDBF4,quarterly
VS1JL,yearly
1VMHF,yearly
NL98D,once
PWAEF,monthly
ZL0EG,yearly
3OEXT,quarterly
SB6QJ,once
P95Q5,weekly
6XMAN,quarterly
IVQEB,yearly
7DWR4,once
A6E9B,once
CGLWU,once
10Z7E,quarterly
JSGI7,monthly
OOQ1N,once
7S9YH,monthly
UEZBI,yearly
Y4RI7,monthly
TZN76,monthly
3FHD0,weekly
ICWTJ,quarterly
36HOX,yearly
A3LDK,yearly
L5N97,once
V4QMZ,weekly
HJVR0,monthly
Y64EJ,quarterly
HDBUH,daily
ZEJ0P,daily
4PM9J,monthly
EYVQW,once
6JJ1P,monthly
M3EA8,monthly
UOK1I,monthly
1VQUS,weekly
7HH0C,yearly
AYFF1,monthly
MV9P9,daily
6BTE7,weekly
6QQG1,monthly
ZK1TA,daily
M6CYH,quarterly
M1Q54,quarterly
HMWBH,weekly
2BW6C,yearly
4JPGT,daily
SFIF1,once
NUH8C,daily
QIW1E,quarterly
6NXK0,daily
W1G69,weekly
QCA96,weekly
LNNVZ,daily
LX3RZ,daily
WNR4H,quarterly
W6ST3,daily
4IP9Q,once
MB60D,monthly
1T3WI,once
MEX0A,quarterly
