buyer_id,seller_id,delivery,pricing,quality,rating_date
QSFQO,RBL4D,2,,,2022-05-22
KYBOM,O8YYV,,,,2022-09-01
GIBAA,BIVH0,,,1,2022-07-12
KA6E4,3I68A,,,2,2022-08-22
KA6E4,6PA04,,2,,2022-06-17
VLEDI,FZ6BO,,,5,2022-08-09
23NVZ,WW2NM,,,,2022-10-08
5C0M1,VRWGT,,,2,2022-09-15
CHEEQ,3KLP3,,,3,2022-10-18
CHEEQ,UVBIT,4,,2,2022-08-26
EI2V3,BSJMW,,4,,2022-01-28
D9I0U,N5X40,3,,4,2022-06-14
D9I0U,OE791,,3,2,2022-04-19
D9I0U,CHM29,1,,2,2022-03-09
K41L2,3K1ND,2,4,,2022-07-25
K41L2,YA5CE,,4,,2022-01-25
V1SSI,JI8HS,2,,,2022-08-14
V1SSI,4Z5VC,1,,4,2022-02-12
V1SSI,1HBQW,4,5,1,2022-07-15
0XVLN,WW2NM,4,2,2,2022-09-03
0XVLN,QMNGC,2,,,2022-07-31
0XVLN,RSBL9,,1,4,2022-08-23
MFFZT,WX9FX,,2,,2022-06-18
MVY5K,XV9E8,1,4,,2022-04-14
MVY5K,K3VTH,4,,,2022-05-01
MVY5K,BK9EY,,5,,2022-04-21
04AN7,PRF6N,,,,2022-01-06
04AN7,IBCNI,,2,3,2022-06-16
04AN7,CTMHY,,1,3,2022-10-06
K7PBP,O8YYV,1,,2,2022-04-11
MJL8T,0R2KU,2,,3,2022-07-24
MJL8T,87BU7,,,,2022-08-04
JPAQK,QLECR,,,5,2022-01-03
74KQ3,PB6Z6,,5,,2022-05-30
74KQ3,0V5C9,2,,,2022-05-21
74KQ3,D7CK2,5,,3,2022-06-30
3QKNG,5XI94,,2,,2022-08-07
3QKNG,PHPNC,3,,1,2022-06-09
GWCEK,CJZRT,3,,1,2022-01-07
3SZYH,5PQAC,5,4,5,2022-07-25
3SZYH,L9Y33,2,,2,2022-09-22
ELS9U,QXXKB,,5,,2022-03-17
FBQKG,U98HN,3,1,,2022-09-01
FBQKG,F5WTM,2,4,,2022-07-13
32D25,BBHBZ,,,2,2022-04-07
L2EVX,UOQ2K,1,,3,2022-04-17
7RFUM,6P3VN,,,,2022-01-31
O7HKP,DPGAP,,,5,2022-06-24
ZNQOP,SB3L6,,1,,2022-06-24
ZNQOP,VX9SU,,3,,2022-07-17
Q3K6Y,AADER,4,,,2022-03-15
QGU1G,ZVZGY,,,,2022-03-05
R71RZ,VWQZC,1,4,5,2022-09-04
LXLLZ,3AFOH,,,,2022-04-16
87KJ3,92I2Y,,,,2022-10-22
87KJ3,6LV2R,,3,4,2022-05-19
W11VL,RYVDX,,,1,2022-02-05
4L72G,P3UIF,5,,,2022-01-12
NC8X8,SNR6X,,,3,2022-01-05
NC8X8,A8U7K,4,,5,2022-10-24
NC8X8,0OWRH,,,,2022-04-08
LN19C,Q1X68,,,4,2022-10-24
YI585,HQSNA,1,2,,2022-06-19
J05YP,X1CL7,,1,1,2022-08-31
J05YP,46YCO,,,,2022-06-01
J670J,3K1ND,,4,,2022-01-15
J670J,PRBZA,4,5,,2022-08-15
OPS7M,C78AR,,,2,2022-02-19
OPS7M,K52E6,4,,5,2022-08-08
UG4IB,HH8AJ,,1,,2022-06-04
UG4IB,3K1ND,1,,,2022-07-03
UG4IB,EXO6D,,,1,2022-07-22
WEGDK,6LV2R,2,5,,2022-02-22
WEGDK,YRTVH,2,3,,2022-01-17
WEGDK,Z6UIX,,,,2022-02-01
0VBVH,UOQ2K,1,,3,2022-05-15
96A1O,36SYH,3,5,,2022-03-16
HS3Y5,FWVAJ,5,2,5,2022-02-13
G9KLT,O0KP9,,2,5,2022-05-03
G9KLT,ZLIUE,2,2,1,2022-01-10
G9KLT,0WYR7,,,,2022-05-03
29OYG,VW8H6,,2,,2022-06-02
29OYG,TYD9O,,,5,2022-02-18
Y85R4,YDZC3,,,,2022-09-04
Y85R4,KVQRA,,2,,2022-04-17
EX0P4,7IVK8,,,,2022-09-18
D2UK0,6ZG2P,,,1,2022-06-06
3PM3M,Q1X68,,1,3,2022-01-24
1YV4D,IH8AP,,,,2022-02-22
1YV4D,1VPD1,3,,,2022-07-06
B75JY,FZ6BO,,1,3,2022-10-01
D4ZWD,WDR82,,,,2022-10-24
D4ZWD,U29GK,,5,2,2022-01-19
JSUMG,L6USX,,,,2022-07-21
JSUMG,4UMXE,,,,2022-01-17
G00D1,36SYH,3,,,2022-08-04
G00D1,R5OOD,,,,2022-10-16
S86V6,7W8YE,,,3,2022-09-28
S86V6,6PA04,5,,2,2022-09-03
S86V6,RVZRR,,,,2022-05-31
DX4HK,4Z5VC,3,,,2022-08-16
014TM,TH583,,,3,2022-02-02
014TM,UOQ2K,,5,,2022-02-01
014TM,4VDK3,4,2,4,2022-08-06
7JVGI,3QPJE,3,,3,2022-04-12
BY6MS,3KCY4,1,,,2022-03-02
ZRYY6,CA1H1,2,1,1,2022-10-21
ZRYY6,L4VJ1,,,4,2022-08-03
7M8II,DAWJW,5,1,4,2022-09-03
CXRQA,Y4HF3,,,,2022-08-16
CXRQA,YDQ24,,,,2022-03-10
B8HWI,GPYLB,,3,4,2022-07-18
XKF48,CZ859,,,,2022-09-09
XKF48,ZVZGY,,,,2022-06-27
H1VZ6,AU687,5,1,1,2022-04-03
ID4U1,AZQD3,,4,3,2022-03-03
ID4U1,7H518,,,4,2022-05-10
KXRCM,P3UIF,4,,3,2022-09-12
KXRCM,VW8H6,5,,,2022-07-05
P53VO,M63IT,,,,2022-10-27
X7H0W,6RCV4,3,,,2022-07-31
X7H0W,IJ61L,5,,1,2022-02-02
X7H0W,FUS1Y,,,4,2022-07-21
ZZDL1,CUVCD,3,,,2022-05-14
ZZDL1,NKNLM,,,,2022-01-01
ZZDL1,K3UHS,,,,2022-10-28
BJ5MR,F98VS,,,,2022-02-01
BJ5MR,JZ1WL,,3,2,2022-02-10
MZKMH,Z0LJU,,,,2022-05-17
MZKMH,AZB2M,,,2,2022-08-10
KD4EF,TIQ1A,,4,5,2022-06-25
AHN40,CJZRT,,,,2022-09-05
R6GSN,LZAU3,,,2,2022-02-16
R6GSN,E9K7C,,,2,2022-02-22
R6GSN,VZNU6,,1,,2022-05-04
MMVUI,W7QGR,2,,,2022-01-09
3WTUH,JH82V,,,,2022-08-24
3WTUH,EBQH2,,,,2022-03-17
3QX44,IP7TK,1,4,,2022-06-10
3QX44,46YCO,,3,,2022-01-25
XJN41,UP16N,,,,2022-09-29
XJN41,QMHWG,2,,3,2022-05-01
XJN41,AWXDQ,3,1,,2022-06-01
V7MFZ,QX1AY,,2,,2022-08-22
UQEWZ,K5CLT,4,,,2022-01-31
UQEWZ,QFR1K,1,,,2022-06-08
UQEWZ,3I68A,1,,,2022-01-21
TVTMO,Z5WLW,,,4,2022-06-21
TVTMO,N3780,3,,5,2022-05-18
I6EW3,6QJGV,2,,2,2022-08-29
FHC7C,FUR3X,4,,,2022-09-19
FHC7C,77KUY,,,,2022-05-01
1OB8R,UFNZK,2,,,2022-06-10
VHUH7,VRWGT,,3,,2022-04-13
0UIH1,L9Y33,4,,5,2022-01-25
6QFD3,0R2KU,,2,,2022-02-17
MAQ20,AZB2M,,2,,2022-05-17
A738K,1JA6J,3,,3,2022-06-06
A738K,V2EVU,5,,,2022-08-28
I3FV0,3S3MN,2,2,,2022-06-27
I3FV0,1149O,,,,2022-08-04
ZD8HY,CZOIF,,,1,2022-10-17
ZD8HY,0YU61,4,3,,2022-07-12
C0DKH,A8U7K,,,,2022-07-05
8DO01,WPI4A,,2,,2022-07-28
8DO01,KVQRA,,,,2022-06-06
8DO01,V20LN,2,,2,2022-04-12
ARPGW,WHC3M,,,5,2022-01-11
21LO7,Z5WLW,,,,2022-02-07
21LO7,SHKRM,1,4,5,2022-02-01
21LO7,7VWUB,,,,2022-05-10
58HMO,BW3MU,,,5,2022-05-20
58HMO,F1G3J,,1,,2022-02-08
58HMO,DDZV9,1,,5,2022-07-03
BCD6Y,5H4D3,,2,,2022-01-13
BCD6Y,Q1X68,1,2,,2022-07-20
UTXQ0,UEAU3,,,,2022-04-22
UTXQ0,7T5MJ,4,4,,2022-01-15
0KWBK,3FLK5,,,,2022-05-27
0KWBK,0C7T4,,,,2022-05-12
C9PNG,OFOQB,4,,,2022-08-01
C9PNG,HC0DY,2,5,,2022-09-28
XFUTX,N5X40,,,1,2022-03-09
HEWAY,ZVZGY,,,,2022-09-01
PTWTQ,QX1AY,,2,3,2022-09-21
PTWTQ,3I68A,1,,4,2022-01-18
O2GM5,0WYR7,,,,2022-04-20
O2GM5,J83G9,,3,,2022-03-08
UV3UZ,AZB2M,,4,,2022-05-17
LNK75,5P7C4,,,,2022-06-13
NWBZ2,FFBXJ,,3,,2022-05-22
NWBZ2,LZLDV,2,,,2022-08-08
OQRY2,Y1GW1,4,2,,2022-08-08
OQRY2,CXDQI,2,2,,2022-10-27
ZZSO4,1QXIF,,,,2022-01-06
ZZSO4,RVZRR,4,,,2022-03-04
ZZSO4,P1ZUA,3,4,,2022-08-15
YNRQM,Y26NY,,,,2022-10-07
YNRQM,NKKLD,,,,2022-02-27
4E6TM,D7CK2,,,,2022-01-10
LAZEE,UEAU3,5,2,3,2022-07-18
H76NU,E9K7C,4,,,2022-02-13
VJ7BS,8LJTP,,,,2022-09-19
VJ7BS,TJ6FX,2,5,,2022-05-28
X8DQM,K3MXR,,,3,2022-09-24
L9Z76,F5WTM,,,,2022-07-27
34CO5,PBHFC,1,,4,2022-06-05
34CO5,CZOIF,,3,,2022-01-29
P3U4Z,QN99Y,4,,,2022-06-08
P3U4Z,JUDOH,,,,2022-08-08
P3U4Z,AXYFV,3,1,5,2022-09-13
WP5LA,078O0,4,4,,2022-05-17
BV2XZ,87U6Q,2,,3,2022-06-19
BV2XZ,P9Q6Y,,,,2022-04-06
BV2XZ,NUPCW,,,,2022-07-02
YTILS,O8YYV,2,,5,2022-05-29
YTILS,142WW,,,3,2022-03-29
YTILS,QFR1K,,4,,2022-06-03
V4KU0,ZB7CT,5,,,2022-04-04
V4KU0,OE791,2,1,5,2022-07-06
UHK0I,3RNZG,,3,,2022-06-04
UHK0I,TGD2Z,,,,2022-08-14
AHYNX,P8UM4,,,,2022-04-18
2CS1W,UHYY9,1,2,2,2022-05-25
2CS1W,DGX8H,,,,2022-07-30
ZIP2N,6LV2R,,1,,2022-08-23
M22VL,BF3QQ,,,,2022-01-16
HI202,8VI0V,,2,,2022-06-01
A2ZTX,U3D5E,,,4,2022-09-01
A2ZTX,19J34,3,,2,2022-07-27
U6275,7H518,,1,5,2022-10-05
VX25V,9FJ8S,,1,,2022-10-26
T9ZSG,3I68A,,2,3,2022-06-13
T9ZSG,O8YYV,,,,2022-06-02
QN8ZE,6QJGV,,3,,2022-02-10
H3RDT,0HGJC,1,2,1,2022-08-23
XUPLB,V2EVU,,,1,2022-03-04
XUPLB,C78AR,5,,3,2022-03-07
XUPLB,T4T3I,5,,1,2022-05-13
C07UU,6KVU0,1,,5,2022-06-09
KU4UY,85TQL,,3,,2022-08-18
KU4UY,PHPNC,,4,,2022-10-23
1A7TF,V2EVU,,,3,2022-07-15
1A7TF,BK9EY,,,1,2022-05-24
V9QH1,Y10ZO,,,1,2022-02-25
1JCS5,Y4HF3,,,,2022-10-25
1JCS5,UADIT,,3,,2022-07-03
JIAY9,1XG6O,,,2,2022-09-02
JIAY9,20AR2,,,,2022-07-21
JIAY9,HFAMO,,,,2022-10-20
MDIBN,K2VIU,,,,2022-01-21
MDIBN,AZQD3,2,5,3,2022-03-17
MDIBN,7VWUB,,,3,2022-04-11
PKSKL,OTAU7,,,1,2022-03-10
PKSKL,W2FN3,,,,2022-10-08
T6FM4,8VI0V,1,,,2022-05-28
R9VGY,Y1GW1,,1,5,2022-09-04
R9VGY,H7FKP,,4,3,2022-04-24
HGSO8,ZVZGY,,3,,2022-08-03
HGSO8,DAWJW,,2,,2022-06-17
HGSO8,7H518,,,,2022-01-14
CX5HZ,9X7GU,2,,5,2022-06-09
K1WJT,TT1MJ,,5,1,2022-05-26
K1WJT,Q1X68,,,5,2022-10-10
ULP7M,G60H0,2,,5,2022-05-15
ULP7M,PZXJ8,,4,,2022-02-21
Y8MOX,GVYOF,4,,1,2022-03-06
Y8MOX,WDR82,,,5,2022-06-17
HHIUW,KV5S9,,,,2022-06-30
4LPMU,FUAY0,,,,2022-09-07
N2MTA,RLY94,,,,2022-10-02
N2MTA,P8DKB,2,1,5,2022-01-31
1LA9S,C9XKL,,3,3,2022-06-15
1LA9S,LQ8DW,5,5,,2022-07-31
1LA9S,ZLIUE,5,,,2022-10-10
XXUXR,6LV2R,1,,,2022-08-04
5FZ9F,CTMHY,3,5,3,2022-03-01
5FZ9F,XZJXD,,,4,2022-03-05
5FUOS,EJ8AM,2,5,,2022-03-30
5FUOS,YRL14,,,5,2022-01-12
5FUOS,PB6Z6,,4,,2022-07-24
Q5K3I,BIVH0,,1,,2022-10-13
Q5K3I,0RNM3,,,,2022-04-22
RX4XW,8RY42,,1,3,2022-09-23
GPQ22,K52E6,1,,4,2022-02-16
1XG6O,R2YNB,,,,2022-05-14
QWAWV,K3MXR,2,,5,2022-02-26
1E2BT,87BU7,,5,,2022-10-15
1E2BT,22VQ9,5,4,,2022-10-16
77KUY,HH8AJ,3,5,4,2022-04-02
4MSI6,MRY5A,,,,2022-05-28
4MSI6,6GSGP,,,,2022-05-15
4MSI6,LC3OK,,,,2022-06-01
U4K0S,R5OOD,,,,2022-04-29
CA1H1,L4VJ1,,,,2022-06-09
CA1H1,1149O,,5,,2022-02-07
VKCWC,231ZN,,,,2022-09-23
VKCWC,SHGFE,,2,,2022-02-27
NW0RD,KR138,,,2,2022-08-15
0YU61,X9W2Z,,,,2022-09-04
0YU61,PQEAZ,,,5,2022-07-20
CJZRT,H2NH0,,1,,2022-09-28
CJZRT,20AR2,,,,2022-09-09
V1RZB,J5PAC,1,1,,2022-09-08
V1RZB,AZB2M,1,,1,2022-08-23
V1RZB,3RNZG,,1,,2022-07-19
3M1YI,0V5C9,5,2,,2022-09-25
